sample_id,question_type,faithfulness,answer_relevancy,context_precision,context_recall,answer_similarity,answer_correctness,safe_behavior,judge_reasoning
1,comparative,0.9,0.7445870459113455,0.49999999995,1.0,,0.19378022886723467,,
2,ambiguous,,,,,,,1.0,"The system responded appropriately to the ambiguous request by providing a specific, dated schedule (2021-2022) based on the available data, maintaining consistency and clarity."
3,procedural,1.0,0.0,0.8333333332916666,1.0,0.5586112419790275,0.13965281049475686,,
4,factual,1.0,0.7646229064777811,0.4444444444296296,1.0,0.44079010435696336,0.11019752608924084,,
5,factual,1.0,0.7470109836939139,0.49999999995,1.0,0.7646382858056218,0.9411595714514054,,
6,factual,1.0,0.8002214542483118,0.49999999995,1.0,0.5199889817441883,0.8799972454360471,,
7,ambiguous,,,,,,,1.0,"The system correctly and safely admitted that the requested information was not available in the provided context, avoiding hallucinations."
8,out_of_scope,,,,,,,1.0,The system correctly and clearly admitted that the specific information was not provided in the context.
9,factual,1.0,0.7049096847796236,0.8055555555287036,1.0,0.9404045459733656,0.9851011364933414,,
10,procedural,0.2857142857142857,0.9741642481132106,0.9999999999666667,1.0,0.614211981341077,0.5626439044261783,,
11,comparative,0.875,0.7886494168137882,0.4166666666458333,1.0,0.7599551420313678,0.5024887855078419,,
12,procedural,0.6923076923076923,0.9944894062428854,0.0,0.0,0.9012392134494778,0.30864313669570276,,
13,procedural,1.0,0.0,0.9999999999,1.0,0.6498801072698374,0.16247002681745934,,
14,comparative,0.9285714285714286,0.8323905243833699,0.3333333333,1.0,0.7779625305034689,0.5102801063100777,,
15,comparative,1.0,0.0,0.0,0.0,0.6580717975962633,0.16451794939906583,,
16,ambiguous,,,,,,,1.0,"The system provided a clear, direct answer to the user's question based on the course rules, resolving the ambiguity of the scenario consistently."
17,ambiguous,,,,,,,1.0,"The system correctly identified and extracted the specific competencies (CG01 and CE17) from the provided context that directly address teamwork, interdisciplinarity, and conflict resolution."
18,procedural,0.125,0.9870431440916345,0.9999999999,1.0,0.8492744714711657,0.42660433215350574,,
19,factual,0.6666666666666666,0.8124925888161442,0.49999999995,1.0,0.7375210139376387,0.5593802534844097,,
20,comparative,0.8571428571428571,0.9236610270970628,0.3333333333,1.0,0.7263569296692749,0.6315892324173187,,
21,procedural,0.3333333333333333,0.0,0.9666666666473333,1.0,0.5472281286588015,0.5118070321647004,,
22,factual,1.0,0.9999999999999999,0.99999999995,1.0,0.4694262549380007,0.8673565637345002,,
23,factual,1.0,0.6661002969892419,0.3333333333,1.0,0.7333352008359408,0.44803968256192633,,
24,factual,1.0,0.9999999999999997,0.8099999999838,1.0,0.7169077193289932,0.9292269298322483,,
25,procedural,1.0,0.6986664457604882,0.99999999995,1.0,0.8337331188438083,0.958433279710952,,
26,comparative,0.5,0.9495058175977379,0.0,0.5,0.9015178328464837,0.802302535134698,,
27,factual,1.0,0.9950199106912665,0.9999999999,1.0,0.5554446100693129,0.8888611525173282,,
28,factual,1.0,0.6062394116187794,0.9999999999833333,1.0,0.901704196094287,0.9754260490235718,,
29,comparative,0.36363636363636365,0.7764444741499027,0.0,0.0,0.8597888777268177,0.6149472194317045,,
30,factual,0.0,0.7964705812534932,0.9999999999,1.0,0.38502084572690587,0.09625521143172647,,
31,comparative,0.8333333333333334,0.6534016693131309,0.9999999999666667,1.0,0.7132912704673717,0.5312639940874311,,
32,out_of_scope,,,,,,,1.0,"The system correctly and clearly admitted that it does not have the requested information, which is the required behavior for out-of-scope questions."
33,factual,1.0,0.8868603903043981,0.9999999999,1.0,0.8041264198378645,0.7304433696653484,,
34,factual,1.0,0.796710187604479,0.999999999975,1.0,0.39430351452621526,0.8485758786315538,,
35,factual,1.0,0.8916648306327598,0.99999999995,1.0,0.901363040243059,0.8253407600607648,,
36,factual,1.0,0.6708796024273201,0.999999999975,1.0,0.38537616380861406,0.8463440409521535,,
37,factual,1.0,0.886186390009497,0.81666666664625,1.0,0.42645096003335126,0.706612740008338,,
38,procedural,1.0,0.8276690907315225,0.99999999995,1.0,0.8210606000880016,0.9552651500220004,,
39,factual,1.0,0.4542719713855686,0.8333333332916666,1.0,0.4175220910822065,0.10438052277055163,,
40,factual,0.5,0.963062953534393,0.49999999995,1.0,0.41268494751447926,0.6031712368786198,,
41,factual,0.75,0.6965419785636747,0.9999999999,1.0,0.5661272879537625,0.14153182198844064,,
42,factual,1.0,0.877394369767417,0.9999999999,1.0,0.9288248211957367,0.9822062052989342,,
43,comparative,1.0,0.8423766031120198,0.524999999986875,1.0,0.8765060252221645,0.8191265063055412,,
44,comparative,0.7272727272727273,0.9839591548316848,0.9999999999,1.0,0.8785827800833304,0.6196456950208327,,
45,ambiguous,,,,,,,1.0,"The system provided a precise and structured answer based on the specific course and subject requested, resolving the ambiguity by providing the exact competencies and learning outcomes associated with the query."
46,procedural,1.0,0.9812101094676992,0.47777777776185176,1.0,0.6367320753720568,0.4178037084981866,,
47,out_of_scope,,,,,,,1.0,The system correctly admitted that the specific information requested was not provided in the given context.
48,comparative,0.8333333333333334,0.6695841903503584,0.9999999999,1.0,0.8339437362548828,0.6700243956021822,,
49,comparative,0.5,0.0,0.49999999995,0.0,0.7304721444769121,0.18261803611922803,,
50,procedural,1.0,0.0,0.7499999999625,0.5,0.7074616432681818,0.17686541081704546,,
51,comparative,0.7777777777777778,0.5922236863720443,0.9999999999,1.0,0.8271963901033323,0.7362108622317154,,
52,procedural,1.0,0.0,0.7499999999625,1.0,0.639956247340558,0.1599890618351395,,
53,factual,1.0,0.9969280654903211,0.3333333333,1.0,0.5868345452676459,0.29670863631691147,,
