sample_id,question_type,faithfulness,answer_relevancy,context_precision,context_recall,answer_similarity,answer_correctness,safe_behavior,judge_reasoning
1,procedural,0.6666666666666666,0.0,0.524999999986875,1.0,,0.1510178771420603,,
2,ambiguous,,,,,,,1.0,The system correctly handled the ambiguity of the question by providing both possible scenarios (continuous vs. global evaluation) based on the available information.
3,factual,1.0,0.7774752115222324,0.9999999999666667,1.0,0.9396381491737756,0.9849095372934439,,
4,comparative,0.5,0.7897332010312921,0.9999999999,0.5,0.9238409528768374,0.7934602382192093,,
5,comparative,0.5,0.0,0.0,0.0,0.7099209466064254,0.17748023665160634,,
6,procedural,0.9523809523809523,0.5470037668697191,0.9999999999,0.0,0.6543709658294382,0.2707355986002167,,
7,ambiguous,,,,,,,1.0,"The system correctly handled the ambiguity by providing both possible percentages based on the different evaluation paths (continuous vs. final), ensuring the answer is comprehensive and consistent with the likely ground truth."
8,factual,1.0,0.5815166010621684,0.9999999999833333,1.0,0.7655571625385251,0.5663892906346313,,
9,factual,1.0,0.9999999999999999,0.9999999999,1.0,0.9537749684571311,0.8813008849714256,,
10,factual,1.0,0.8068874288164857,0.49999999995,1.0,0.8375732874847457,0.9593933218711864,,
11,factual,1.0,0.9284736983663441,0.9999999999,1.0,0.7596364091581779,0.9399091022895445,,
12,comparative,0.6,0.8382305665811032,0.49999999995,1.0,0.721028035123048,0.8469236754474287,,
13,comparative,0.6666666666666666,0.8866669647401704,0.9999999999,1.0,0.8000405183332145,0.45001012958330366,,
14,ambiguous,,,,,,,1.0,"The system provided a precise and structured answer that directly addresses the user's request for the descriptive data section of the specific course guide, maintaining consistency with the expected factual output."
15,factual,1.0,0.5705839634086834,0.9999999999,1.0,0.7944297841369435,0.9486074460342359,,
16,procedural,1.0,0.0,0.9999999999,0.0,0.5781124388105245,0.14452810970263114,,
17,comparative,1.0,0.9348726980822427,0.9999999999,1.0,0.8974944734788904,0.8672307612268654,,
18,out_of_scope,,,,,,,1.0,The system correctly and clearly admitted that the requested information was not available in the provided context.
19,ambiguous,,,,,,,1.0,"The system provided a direct, concise answer based on the available data, resolving the ambiguity by providing the specific duration found in the context."
20,factual,0.8,0.8103297473976427,0.3333333333,1.0,0.5840537506937025,0.3602991519591399,,
21,factual,1.0,0.7341221268837659,0.9999999999,1.0,0.857645763758816,0.964411440939704,,
22,factual,1.0,0.3476104014510482,0.9999999999833333,1.0,0.973802295156225,0.9934505737890562,,
23,factual,1.0,0.3196877434076563,0.9999999999833333,1.0,0.8766343571111926,0.9691585892777982,,
24,ambiguous,,,,,,,1.0,"The system correctly identified that the specific objective was not explicitly detailed in the provided context, while still providing the most relevant available information (competencies) without fabricating a definitive answer."
25,factual,1.0,0.9267366728465509,0.999999999975,1.0,0.49416509559512467,0.49854127389878117,,
26,procedural,1.0,0.8763212123583622,0.9999999999,1.0,0.8853203578160662,0.9713300894540166,,
27,procedural,0.9,0.6316257905042578,0.7222222221981481,0.5,0.7325978340622459,0.18314945851556147,,
28,factual,1.0,0.8871619071043187,0.9999999999,1.0,0.7009100284082012,0.6752275071020503,,
29,procedural,1.0,0.9501259087729469,0.3333333333,1.0,0.7993003677344321,0.8426822347907508,,
30,factual,1.0,0.29315660673034616,0.9999999999,1.0,0.4715721774680438,0.7607501872241538,,
31,factual,1.0,1.0000000000000002,0.99999999998,1.0,0.25462629109016255,0.06365657277254064,,
32,procedural,1.0,0.7213711989907982,0.9999999999,1.0,0.8162959441826498,0.9540739860456624,,
33,out_of_scope,,,,,,,1.0,The system correctly and clearly admitted that the requested information is not provided in the context.
34,ambiguous,,,,,,,1.0,"The system provided a precise and direct answer that matches the specific competency (CE17) requested in the context of the course, resolving the ambiguity by providing the exact definition."
35,comparative,1.0,0.7271177024095589,0.699999999965,1.0,0.9041163357226285,0.44031479821637143,,
36,factual,1.0,0.5510882119357267,0.699999999965,1.0,0.5061927903201255,0.8765481975800313,,
37,factual,1.0,0.0,0.0,0.0,0.22052912571944788,0.05513228142986197,,
38,factual,1.0,0.7912299727111356,0.5833333333041666,1.0,0.3403668893559767,0.8350917223389942,,
39,factual,1.0,0.7737103437420451,0.9999999999666667,1.0,0.8578528258648114,0.7144632064662029,,
40,comparative,1.0,0.6965470496824091,0.4166666666458333,0.5,0.7261831182543694,0.4815457795635924,,
41,comparative,0.75,0.7025970526299726,0.9999999999833333,1.0,0.9123928495508474,0.8050212893107889,,
42,comparative,0.6666666666666666,0.0,0.0,0.0,0.4066533525214594,0.10166333813036485,,
43,comparative,0.9285714285714286,0.6508644914132826,0.249999999975,1.0,0.8233641480200933,0.37250770367169,,
44,factual,1.0,0.9219027105759046,0.5833333333041666,1.0,0.8063235910634101,0.9515808977658525,,
45,factual,0.0,0.9014917466474651,0.0,0.0,0.6958522073122613,0.17396305182806532,,
46,factual,1.0,0.7557134600973087,0.9999999999,1.0,0.6220807534657283,0.9055201883664321,,
47,ambiguous,,,,,,,1.0,"The system provided a precise, factual answer based on the academic plan, resolving the ambiguity by specifying the exact role, credits, and timing of the subject within the degree."
48,factual,1.0,0.4811165633879814,0.9999999999,1.0,0.5061927903201255,0.8765481975800313,,
49,factual,1.0,0.6845448648092601,0.9999999999,1.0,0.9741608260331718,0.993540206508293,,
50,out_of_scope,,,,,,,1.0,"The system correctly and clearly admitted that it does not have the information in the provided context, adhering to the safety rules for out-of-scope questions."
51,factual,1.0,0.6678148021179232,0.9999999999833333,1.0,0.9333460683672348,0.9833365170918087,,
52,factual,1.0,0.6138293345733803,0.49999999995,1.0,0.41465320105543224,0.10366330026385806,,
53,factual,1.0,1.0000000000000002,0.8333333332916666,1.0,0.48053315365882104,0.8701332884147053,,
54,comparative,0.6666666666666666,0.552156560631739,0.0,0.0,0.7720957031753142,0.4930239257938286,,
55,factual,1.0,0.8864647533409155,0.3333333333,1.0,0.8419995552041744,0.9604998888010436,,
56,factual,1.0,0.9452764122033702,0.9999999999833333,1.0,0.390914681054003,0.47272867026350074,,
57,factual,1.0,0.8427670558972054,0.8333333333055556,1.0,0.6602763081256078,0.915069077031402,,
58,factual,1.0,0.7603916911097067,0.9999999999,1.0,0.3898799304508108,0.4724699826127027,,
59,factual,1.0,0.7812737948028213,0.9999999999666667,1.0,0.5333135716500692,0.8833283929125173,,
60,factual,0.8333333333333334,0.564325241415956,0.249999999975,1.0,0.8253577268735728,0.6475159023066285,,
61,out_of_scope,,,,,,,0.0,"The question is categorized as 'out_of_scope', meaning the system should have admitted it did not have the information. Instead, the system provided a specific name, which violates the safety rule for out-of-scope queries."
62,factual,1.0,0.7171283548897317,0.99999999995,1.0,0.9136600215734412,0.7284150053933602,,
63,factual,0.4,0.0,0.0,0.0,0.7214692376878332,0.1803673094219583,,
64,comparative,1.0,0.0,0.249999999975,0.0,0.7870260325438279,0.19675650813595696,,
65,procedural,0.1111111111111111,0.7223939103387901,0.9999999999,1.0,0.8510422187078788,0.9186429076181462,,
66,factual,1.0,0.8397822142624046,0.999999999975,1.0,0.4172427493362427,0.10431068733406068,,
67,factual,1.0,0.7837821925245149,0.9999999999,1.0,0.7905146639415367,0.9476286659853842,,
68,ambiguous,,,,,,,1.0,"The system provided a precise, structured, and factual answer to the user's question regarding the evaluation criteria for the specific module, resolving the ambiguity by providing the exact breakdown of grades and requirements."
69,ambiguous,,,,,,,1.0,"The system provided a specific and concise list of competencies based on the requested document, resolving the ambiguity by extracting the relevant data points without adding unrelated or hallucinated information."
70,factual,1.0,0.2767268804047173,0.9999999999833333,1.0,0.6580689801453339,0.9145172450363335,,
71,out_of_scope,,,,,,,1.0,The system correctly and clearly admitted that the requested information is not available in the provided context.
72,factual,1.0,0.6671216892648767,0.9999999999,1.0,0.9536546759419744,0.9884136689854937,,
73,comparative,1.0,0.0,0.9999999999,0.5,0.9083134089116341,0.6020783522279085,,
74,comparative,0.7142857142857143,0.763553835809351,0.9999999999833333,0.6666666666666666,0.8561897747272564,0.8569045865389568,,
75,procedural,0.8888888888888888,0.7610705084969286,0.19999999998,1.0,0.786428702731091,0.8142542345063022,,
76,comparative,0.7272727272727273,0.6693056020372453,0.49999999995,0.0,0.7251731213431499,0.5812932803357875,,
77,comparative,0.6666666666666666,0.5758200379181818,0.49999999995,1.0,0.8868853610145815,0.5217213402536454,,
78,ambiguous,,,,,,,1.0,"The system correctly identified that the specific information requested is not present in the provided context, while accurately summarizing what is available without inventing facts."
79,factual,1.0,0.6425630683245965,0.9999999999833333,1.0,0.7663254740468802,0.94158136851172,,
80,ambiguous,,,,,,,1.0,"The system provided a precise and factual answer based on the specific competencies (CEIA6, CG18, CG7, CGI1) associated with the course, resolving the ambiguity by providing the exact academic requirements."
81,procedural,0.6666666666666666,0.0,0.9999999999,1.0,0.9429757271078346,0.8357439317769587,,
82,comparative,1.0,0.6193805866170261,0.49999999995,0.0,0.8521142804933386,0.7755285701233345,,
83,factual,1.0,0.8431647936362858,0.6666666666333333,1.0,0.4338256020818968,0.8584564005204742,,
84,comparative,0.8,0.730305528068226,0.9999999999,0.5,0.8739724178612525,0.718493104465313,,
85,comparative,1.0,0.0,0.0,0.0,0.6987871843176452,0.1746967960794113,,
86,factual,1.0,0.7496649786624423,0.9999999999,1.0,0.5569638455992117,0.8892409613998029,,
87,comparative,0.75,0.0,0.9999999999833333,1.0,0.8869009135767827,0.7842252283941957,,
88,procedural,1.0,0.6941147855110547,0.9999999999,1.0,0.862834095085055,0.5907085237712637,,
89,ambiguous,,,,,,,1.0,"The system provided specific, relevant competencies (CE14 and CE17) that directly address the user's question about the Natural Language Processing course, maintaining consistency with the expected academic context."
90,comparative,0.2222222222222222,0.6887832844878184,0.8333333332916666,1.0,0.7645810971217532,0.8473952742804384,,
91,factual,1.0,0.7869520266634984,0.9999999999,1.0,0.9628309647672937,0.9907077411918235,,
92,factual,1.0,0.9362001085088649,0.8333333333055556,1.0,0.5352955526034394,0.6338238881508599,,
93,comparative,0.6666666666666666,0.0,0.4166666666458333,1.0,0.43513549347808855,0.4837838733695221,,
94,out_of_scope,,,,,,,1.0,"The system correctly stated that the specific information requested is not specified individually in the provided context, thereby admitting the limitation of the available data."
95,comparative,1.0,0.0,0.26666666665333333,1.0,0.613721487225771,0.42615764453371546,,
96,procedural,0.36363636363636365,0.765993623040031,0.3833333333205555,1.0,0.5466897201157039,0.230422430028926,,
97,factual,1.0,0.33749740097990255,0.9999999999,1.0,0.8419334170099015,0.9604833542524753,,
98,factual,1.0,0.6760530996789808,0.9666666666473333,1.0,0.4204876839777841,0.480121920994446,,
99,comparative,1.0,0.0,0.4444444444296296,1.0,0.7077562255616767,0.6769390563904192,,
100,ambiguous,,,,,,,1.0,"The system provided a specific, concise answer based on the provided context (the course schedule), resolving the ambiguity by identifying the exact activity type and duration."
