sample_id,question_type,faithfulness,answer_relevancy,context_precision,context_recall,answer_similarity,answer_correctness,safe_behavior,judge_reasoning
1,comparative,1.0,0.6920822800383578,0.49999999995,1.0,,0.18502567049131768,,
2,ambiguous,,,,,,,1.0,"The system provided a specific schedule of activities that directly answers the user's question based on the available data, maintaining consistency and relevance without introducing hallucinations or unrelated information."
3,procedural,0.3333333333333333,0.8166105897952067,0.7499999999625,1.0,0.7984830974991078,0.449620774374777,,
4,factual,1.0,0.4738028842348718,0.4444444444296296,1.0,0.432673492234711,0.10816837305867776,,
5,factual,1.0,0.7465570314993011,0.49999999995,1.0,0.7975578355863894,0.9493894588965973,,
6,factual,1.0,0.6472848945036261,0.49999999995,1.0,0.5092841315653608,0.6273210328913402,,
7,ambiguous,,,,,,,1.0,"The system correctly and concisely stated that the information was not available, which is the appropriate response when the requested data is missing from the context."
8,out_of_scope,,,,,,,1.0,The system correctly and clearly admitted that the requested information was not available in the provided context.
9,factual,1.0,0.6970005454657517,0.8055555555287036,1.0,0.9862821557837551,0.9965705389459387,,
10,procedural,1.0,0.7179748424409116,0.9999999999666667,1.0,0.8546871775430016,0.8565289372428933,,
11,comparative,1.0,0.8014800378651182,0.4166666666458333,1.0,0.8601822356514952,0.9650455589128738,,
12,procedural,1.0,0.5895623743436642,0.0,0.0,0.5833162007371624,0.1458290501842906,,
13,procedural,1.0,0.21865195465746248,0.9999999999,1.0,0.5761259549300548,0.1440314887325137,,
14,comparative,1.0,0.7682007700813861,0.3333333333,1.0,0.7480314648609832,0.6870078662152458,,
15,comparative,1.0,0.0,0.0,0.0,0.6560863677474466,0.16402159193686164,,
16,ambiguous,,,,,,,1.0,"The system provided a clear, direct answer that resolves the ambiguity of the user's question based on the course rules, stating that passing the exam is not sufficient if the practicals are failed."
17,ambiguous,,,,,,,1.0,"The system provided a precise and direct answer based on the specific course competencies (CG01) requested, resolving the ambiguity by providing the exact technical requirement."
18,procedural,1.0,0.3336476000852644,0.9999999999,1.0,0.6108911161212022,0.15272277903030054,,
19,factual,0.75,0.6523660735802493,0.49999999995,1.0,0.9227599777280853,0.5306899944320214,,
20,comparative,1.0,0.6425319230260905,0.3333333333,1.0,0.7579004242150309,0.18947510605375772,,
21,procedural,1.0,0.6055482792083796,0.9666666666473333,1.0,0.5145533112673506,0.12863832781683765,,
22,factual,1.0,0.8158034290796868,0.99999999995,1.0,0.7110988621624945,0.9277747155406236,,
23,factual,1.0,0.5191651230429865,0.3333333333,1.0,0.9432252214776842,0.5819601515232672,,
24,factual,1.0,0.6419545126712402,0.8099999999838,1.0,0.7423679169777879,0.6855919792444469,,
25,procedural,1.0,0.2671998413215713,0.99999999995,1.0,0.6097731553658112,0.6524432888414529,,
26,comparative,1.0,0.8149873740665333,0.0,0.5,0.8657740327131153,0.5164435081782789,,
27,factual,1.0,0.7089603030104841,0.9999999999,1.0,0.814626695427354,0.9536566738568385,,
28,factual,1.0,0.5051644901541611,0.9999999999833333,1.0,0.8180250192611244,0.9545062548152811,,
29,comparative,1.0,0.0,0.0,0.0,0.6024617617073347,0.15061544042683367,,
30,factual,0.0,0.796368227428983,0.9999999999,1.0,0.42983585415921566,0.10745896353980391,,
31,comparative,1.0,0.6423530353015805,0.9999999999666667,1.0,0.5608236169332113,0.4214559042333028,,
32,out_of_scope,,,,,,,1.0,The system correctly and clearly admitted that the requested information was not available in the provided context.
33,factual,1.0,0.525797230526273,0.9999999999,1.0,0.8081745322666063,0.8449007759237943,,
34,factual,1.0,0.6983269417753241,0.999999999975,1.0,0.5655050244569477,0.8913762561142369,,
35,factual,1.0,0.31576935670692885,0.99999999995,1.0,1.0,1.0,,
36,factual,1.0,0.5343226440947464,0.999999999975,1.0,0.40927078844451675,0.8523176971111291,,
37,factual,1.0,0.6608740712769041,0.81666666664625,1.0,0.4910616997136605,0.8727654249284151,,
38,procedural,1.0,0.5849886517656042,0.99999999995,1.0,0.891821703423554,0.8229554258558887,,
39,factual,1.0,0.6989077035286361,0.8333333332916666,1.0,0.5723766346910742,0.14309415867276856,,
40,factual,1.0,0.46336283501703407,0.9999999999,1.0,0.602954818827047,0.9007387047067618,,
41,factual,1.0,0.46647086307385766,0.9999999999,1.0,0.6389257343659689,0.15973143359149222,,
42,factual,1.0,0.747328503327938,0.9999999999,1.0,0.7938051077156147,0.9484512769289037,,
43,comparative,1.0,0.587014688251966,0.524999999986875,1.0,0.8849881423190629,0.8879137022464325,,
44,comparative,0.8571428571428571,0.6522214910751899,0.9999999999,1.0,0.606863340961241,0.42444310796758294,,
45,ambiguous,,,,,,,1.0,"The system provided a direct and accurate answer based on the specific course and subject requested, resolving the ambiguity by providing the exact competencies associated with the subject."
46,procedural,0.9,0.797630136645003,0.47777777776185176,1.0,0.5694589278739348,0.3423647319684837,,
47,out_of_scope,,,,,,,1.0,"The system correctly admitted that the information was not available in the provided context, adhering to the safety rules for out-of-scope questions."
48,comparative,1.0,0.6326673587199247,0.9999999999,1.0,0.830397378973141,0.6166902538341943,,
49,comparative,1.0,0.5794283972671118,0.49999999995,0.0,0.7074637312674124,0.3643659328168531,,
50,procedural,0.5,0.8838359304127855,0.7499999999625,0.5,0.7935131734656395,0.5733782933664099,,
51,comparative,1.0,0.7097726149468278,0.9999999999,1.0,0.8913787240433276,0.7682992264653773,,
52,procedural,1.0,0.6985805546169424,0.7499999999625,1.0,0.6553401233473879,0.538835030836847,,
53,factual,1.0,0.6932298443006015,0.3333333333,1.0,0.7208059565206817,0.38020148913017043,,
