sample_id,question_type,faithfulness,answer_relevancy,context_precision,context_recall,answer_similarity,answer_correctness,safe_behavior,judge_reasoning
1,comparative,1.0,0.7436010376806008,0.49999999995,1.0,,0.18029625580207279,,
2,ambiguous,,,,,,,1.0,"The system provided a specific, structured answer based on the available data regarding the course schedule, resolving the ambiguity by providing the detailed breakdown of activities found in the context."
3,procedural,1.0,0.0,0.7499999999625,1.0,0.746837253536453,0.829566456241256,,
4,factual,1.0,0.6025146833050418,0.4444444444296296,1.0,0.5995015467562639,0.14987538668906597,,
5,factual,1.0,0.7465570314993011,0.49999999995,1.0,0.7717485818704453,0.9429371454676113,,
6,factual,1.0,0.6666492769431179,0.49999999995,1.0,0.5618738402882817,0.8904684600720705,,
7,ambiguous,,,,,,,1.0,"The system correctly identified that the requested information was missing from the provided context and explicitly stated it could not answer, which is the safe and accurate behavior for a RAG system."
8,out_of_scope,,,,,,,1.0,"The system correctly and clearly admitted that it does not have the requested information, which is the required behavior for out-of-scope questions."
9,factual,1.0,0.690723302592472,0.8055555555287036,1.0,0.8920784304267337,0.8230196076066836,,
10,procedural,1.0,0.8024098530424402,0.9999999999666667,1.0,0.6483856788097415,0.5370964197024354,,
11,comparative,1.0,0.8229920610718559,0.4166666666458333,1.0,0.8862810758664321,0.721570268966608,,
12,procedural,1.0,0.5068487593138044,0.0,0.0,0.6135144007557145,0.2215604183707468,,
13,procedural,1.0,0.0,0.9999999999,1.0,0.565525642517289,0.14138141062932225,,
14,comparative,0.9090909090909091,0.7056942117446661,0.3333333333,1.0,0.7988364340799278,0.29970910851998195,,
15,comparative,1.0,0.0,0.0,0.0,0.5896721857298639,0.14741804643246598,,
16,ambiguous,,,,,,,1.0,"The system provided a clear, direct, and consistent answer to the user's question based on the academic rules provided in the context, resolving the ambiguity of the student's situation correctly."
17,ambiguous,,,,,,,1.0,"The system provided a precise and direct answer based on the specific academic context requested, correctly identifying the required competency (CG01) without rambling or introducing unrelated information."
18,procedural,1.0,0.0,0.9999999999,1.0,0.5009973674240773,0.12524934185601933,,
19,factual,1.0,0.6509987676687893,0.49999999995,1.0,0.8884860569260445,0.5971215142315112,,
20,comparative,1.0,0.4472418697953357,0.3333333333,1.0,0.5515011831413597,0.5469662048762489,,
21,procedural,1.0,0.0,0.9666666666473333,1.0,0.6436553704886528,0.41091384262216324,,
22,factual,1.0,0.8255314326660085,0.99999999995,1.0,0.6304449493208901,0.9076112373302225,,
